0,0,0
0,0,1.4347
0,0,2.837
0,0,4.2062
1,0,8.9323
1,15,10.138
1,30,11.306
1,45,12.437
2,0,16.247
2,15,17.192
2,30,18.094
2,45,18.955
3,0,21.733
3,15,22.385
3,30,22.991
3,45,23.549
4,0,25.179
4,15,25.507
4,30,25.784
4,45,26.009
5,0,26.375
5,15,26.375
5,30,26.375
5,45,26.375
6,0,26.375
6,15,26.625
6,30,27.365
6,45,28.578
7,0,36.805
7,15,40.006
7,30,43.587
7,45,47.529
8,0,64.819
8,15,70.233
8,30,75.916
8,45,81.852
9,0,105.5
9,15,115.39
9,30,130.33
9,45,148.69
10,0,218.46
10,15,230.89
10,30,237.38
10,45,240.25
11,0,249.35
11,15,251.44
11,30,253.37
11,45,255.13
12,0,260.17
12,15,261.17
12,30,262
12,45,262.67
13,0,263.75
13,15,263.62
13,30,263.23
13,45,262.59
14,0,258.23
14,15,256.53
14,30,254.63
14,45,252.53
15,0,243.31
15,15,240.42
15,30,237.38
15,45,232.39
16,0,190.68
16,15,175.79
16,30,160.63
16,45,145.86
17,0,105.5
17,15,99.344
17,30,93.264
17,45,87.286
18,0,66.658
18,15,61.499
18,30,56.588
18,45,51.953
19,0,37.725
19,15,34.714
19,30,32.124
19,45,29.982
20,0,26.375
20,15,26.375
20,30,26.375
20,45,26.375
21,0,26.375
21,15,26.293
21,30,26.052
21,45,25.655
22,0,22.956
22,15,21.902
22,30,20.721
22,45,19.418
23,0,13.676
23,15,11.869
23,30,9.968
23,45,7.9781
