0,0,0
0,0,4.1545
0,0,8.2152
0,0,12.18
1,0,25.866
1,15,29.356
1,30,32.74
1,45,36.013
2,0,47.047
2,15,49.782
2,30,52.397
2,45,54.888
3,0,62.933
3,15,64.821
3,30,66.575
3,45,68.191
4,0,72.913
4,15,73.862
4,30,74.663
4,45,75.314
5,0,76.375
5,15,76.375
5,30,76.375
5,45,76.375
6,0,76.375
6,15,77.1
6,30,79.243
6,45,82.755
7,0,106.58
7,15,115.85
7,30,126.21
7,45,137.63
8,0,187.7
8,15,203.38
8,30,219.83
8,45,237.02
9,0,305.5
9,15,334.13
9,30,377.41
9,45,430.56
10,0,632.61
10,15,668.61
10,30,687.38
10,45,695.7
11,0,722.04
11,15,728.1
11,30,733.68
11,45,738.78
12,0,753.39
12,15,756.28
12,30,758.69
12,45,760.63
13,0,763.75
13,15,763.37
13,30,762.24
13,45,760.38
14,0,747.76
14,15,742.84
14,30,737.33
14,45,731.26
15,0,704.57
15,15,696.18
15,30,687.38
15,45,672.93
16,0,552.15
16,15,509.04
16,30,465.16
16,45,422.37
17,0,305.5
17,15,287.67
17,30,270.07
17,45,252.76
18,0,193.02
18,15,178.08
18,30,163.86
18,45,150.44
19,0,109.24
19,15,100.52
19,30,93.024
19,45,86.821
20,0,76.375
20,15,76.375
20,30,76.375
20,45,76.375
21,0,76.375
21,15,76.139
21,30,75.439
21,45,74.291
22,0,66.475
22,15,63.422
22,30,60.002
22,45,56.228
23,0,39.602
23,15,34.369
23,30,28.865
23,45,23.102
