0,0,0
0,0,2.0398
0,0,4.0337
0,0,5.9804
1,0,12.7
1,15,14.414
1,30,16.075
1,45,17.683
2,0,23.1
2,15,24.443
2,30,25.727
2,45,26.95
3,0,30.9
3,15,31.827
3,30,32.688
3,45,33.482
4,0,35.8
4,15,36.266
4,30,36.66
4,45,36.979
5,0,37.5
5,15,37.5
5,30,37.5
5,45,37.5
6,0,37.5
6,15,37.856
6,30,38.908
6,45,40.633
7,0,52.33
7,15,56.881
7,30,61.971
7,45,67.577
8,0,92.159
8,15,99.858
8,30,107.94
8,45,116.38
9,0,150
9,15,164.06
9,30,185.31
9,45,211.4
10,0,310.61
10,15,328.28
10,30,337.5
10,45,341.59
11,0,354.52
11,15,357.5
11,30,360.24
11,45,362.74
12,0,369.92
12,15,371.33
12,30,372.51
12,45,373.47
13,0,375
13,15,374.81
13,30,374.26
13,45,373.34
14,0,367.15
14,15,364.73
14,30,362.03
14,45,359.05
15,0,345.94
15,15,341.82
15,30,337.5
15,45,330.41
16,0,271.1
16,15,249.94
16,30,228.39
16,45,207.38
17,0,150
17,15,141.25
17,30,132.6
17,45,124.1
18,0,94.774
18,15,87.439
18,30,80.457
18,45,73.867
19,0,53.637
19,15,49.356
19,30,45.675
19,45,42.629
20,0,37.5
20,15,37.5
20,30,37.5
20,45,37.5
21,0,37.5
21,15,37.384
21,30,37.041
21,45,36.477
22,0,32.639
22,15,31.14
22,30,29.461
22,45,27.608
23,0,19.444
23,15,16.875
23,30,14.173
23,45,11.343
