0,0,0
0,0,6.1195
0,0,12.101
0,0,17.941
1,0,38.1
1,15,43.242
1,30,48.225
1,45,53.048
2,0,69.3
2,15,73.329
2,30,77.18
2,45,80.849
3,0,92.7
3,15,95.482
3,30,98.064
3,45,100.45
4,0,107.4
4,15,108.8
4,30,109.98
4,45,110.94
5,0,112.5
5,15,112.5
5,30,112.5
5,45,112.5
6,0,112.5
6,15,113.57
6,30,116.72
6,45,121.9
7,0,156.99
7,15,170.64
7,30,185.91
7,45,202.73
8,0,276.48
8,15,299.57
8,30,323.81
8,45,349.13
9,0,450
9,15,492.17
9,30,555.92
9,45,634.21
10,0,931.84
10,15,984.85
10,30,1012.5
10,45,1024.8
11,0,1063.6
11,15,1072.5
11,30,1080.7
11,45,1088.2
12,0,1109.7
12,15,1114
12,30,1117.5
12,45,1120.4
13,0,1125
13,15,1124.4
13,30,1122.8
13,45,1120
14,0,1101.4
14,15,1094.2
14,30,1086.1
14,45,1077.1
15,0,1037.8
15,15,1025.5
15,30,1012.5
15,45,991.22
16,0,813.31
16,15,749.82
16,30,685.17
16,45,622.15
17,0,450
17,15,423.74
17,30,397.81
17,45,372.31
18,0,284.32
18,15,262.32
18,30,241.37
18,45,221.6
19,0,160.91
19,15,148.07
19,30,137.02
19,45,127.89
20,0,112.5
20,15,112.5
20,30,112.5
20,45,112.5
21,0,112.5
21,15,112.15
21,30,111.12
21,45,109.43
22,0,97.917
22,15,93.42
22,30,88.382
22,45,82.824
23,0,58.333
23,15,50.626
23,30,42.518
23,45,34.03
