0,2000
15,2288.8
30,2447.3
45,2493.8
100,2000
115,1764.5
130,1520.3
145,1285.5
200,800
215,800
230,800
245,800
300,800
315,800
330,800
345,800
400,800
415,800
430,800
445,800
500,800
515,872.9
530,1059.2
545,1310.3
600,2000
615,2000
630,2000
645,2000
700,2000
715,2000
730,2000
745,2000
800,2000
815,1927.1
830,1740.8
845,1489.7
900,800
915,800
930,800
945,800
1000,800
1015,800
1030,800
1045,800
1100,800
1115,800
1130,800
1145,800
1200,800
1215,800
1230,800
1245,800
1300,800
1315,800
1330,800
1345,800
1400,800
1415,800
1430,800
1445,800
1500,800
1515,800
1530,800
1545,800
1600,800
1615,800
1630,800
1645,800
1700,800
1715,800
1730,800
1745,800
1800,800
1815,800
1830,800
1845,800
1900,800
1915,800
1930,800
1945,800
2000,800
2015,800
2030,800
2045,800
2100,800
2115,872.9
2130,1059.2
2145,1310.3
2200,2000
2215,2000
2230,2000
2245,2000
2300,2000
2315,2000
2330,2000
2345,2000
