0,0,150
0,0,150
0,0,150
0,0,150
1,0,150
1,15,150
1,30,150
1,45,150
2,0,150
2,15,150
2,30,150
2,45,150
3,0,150
3,15,150
3,30,150
3,45,150
4,0,150
4,15,150
4,30,150
4,45,152
5,0,181
5,15,189
5,30,196
5,45,199
6,0,187
6,15,179
6,30,172
6,45,165
7,0,150
7,15,150
7,30,150
7,45,150
8,0,150
8,15,150
8,30,150
8,45,150
9,0,151
9,15,151
9,30,151
9,45,152
10,0,153
10,15,153
10,30,154
10,45,154
11,0,156
11,15,157
11,30,157
11,45,158
12,0,161
12,15,162
12,30,163
12,45,163
13,0,167
13,15,168
13,30,170
13,45,171
14,0,176
14,15,177
14,30,179
14,45,180
15,0,186
15,15,188
15,30,190
15,45,192
16,0,200
16,15,209
16,30,232
16,45,264
17,0,400
17,15,432
17,30,467
17,45,505
18,0,650
18,15,686
18,30,719
18,45,747
19,0,800
19,15,795
19,30,782
19,45,765
20,0,700
20,15,690
20,30,682
20,45,676
21,0,657
21,15,651
21,30,645
21,45,639
22,0,600
22,15,565
22,30,499
22,45,416
23,0,200
23,15,200
23,30,200
23,45,200
