0,100
15,100
30,100
45,100
100,100
115,100
130,100
145,100
200,100
215,100
230,100
245,100
300,100
315,100
330,100
345,100
400,100
415,100
430,100
445,100
500,100
515,100
530,100
545,100
600,100
615,100
630,100
645,100
700,100
715,127.25
730,203.28
745,319.46
800,950
815,1139.8
830,1321
845,1485
900,1800
915,1739.2
930,1584
945,1374.8
1000,800
1015,824.3
1030,886.4
1045,970.1
1100,1200
1115,1130.1
1130,951.6
1145,710.96
1200,50
1215,51.708
1230,56.42
1245,63.519
1300,100
1315,111.15
1330,123.71
1345,137.63
1400,199.74
1415,219.51
1430,240.42
1445,262.42
1500,351.79
1515,378.35
1530,405.78
1545,434.03
1600,543.97
1615,575.5
1630,607.62
1645,640.29
1700,764.09
1715,798.77
1730,833.76
1745,869.03
1800,1000
1815,1039.7
1830,1086.3
1845,1138.7
1900,1365.8
1915,1433
1930,1500.7
1945,1567.8
2000,1794
2015,1846
2030,1892.1
2045,1931.2
2100,2000
2115,1921
2130,1715.8
2145,1432.5
2200,500
2215,407.25
2230,320.76
2245,243.93
2300,100
2315,100
2330,100
2345,100
